epoch,train_loss,train_loss_det,train_loss_feature,train_loss_kd,val_loss,val_loss_det,val_loss_feature,val_loss_kd
1,34.58701535449525,1.0697761845404576,1.4036744566037387,96.49942023965843,20.897209256887436,0.761351759545505,1.3905547745525837,57.663170993328094
2,12.30558715547834,0.7596511801697573,0.8839960259360236,33.623695351442315,17.422080174088478,0.7270603459328413,1.1692924229428172,47.984885573387146
3,10.505782677860333,0.7155568088803973,0.7752468054359024,28.627941146320357,15.046482294797897,0.6911851186305285,1.0804911479353905,41.3170146048069
4,9.846419106118928,0.6903242698967686,0.7188241914432482,26.822095672136108,15.467866867780685,0.7003950281068683,1.0092579936608672,42.584309220314026
5,9.17258424280233,0.679619981055094,0.6711532750875333,24.953699086163496,14.218271717429161,0.6612443155609071,0.9601791268214583,39.09667429327965
6,8.655176333939247,0.6610791144684015,0.6353818715539218,23.527054436878807,12.913705289363861,0.6499537075869739,0.9241444226354361,35.41505369544029
7,8.428574313528289,0.6556035434417282,0.6099139651046296,22.909781323436604,12.511271506547928,0.6427750419825315,0.8960663648322225,34.29947417974472
8,8.181383689858277,0.6499914823811948,0.5887152483564546,22.229531468571842,12.546648979187012,0.6343428455293179,0.8689758740365505,34.434870690107346
9,7.914515244914758,0.6320841265231025,0.5711833349065891,21.499931328084937,12.870015516877174,0.63960091304034,0.8395795347169042,35.38366484642029
10,7.821093892498826,0.6126897565186253,0.5536470726189926,21.26717321108667,12.601914569735527,0.6005128747783601,0.8137659672647715,34.67697948217392
11,7.841895525059645,0.6085408083720557,0.5397044925385921,21.34410524552393,14.522454857826233,0.6063060853630304,0.7934564966708422,40.17958155274391
12,7.875987196520949,0.6188926634641227,0.5240637068582777,21.44827769437812,11.552733853459358,0.5890430514700711,0.7716398425400257,31.731277465820312
13,7.57343932928726,0.5902303419288061,0.5109862433207081,20.621500387154953,11.592202633619308,0.5967732006683946,0.752082759514451,31.856976836919785
14,7.420943271239292,0.579162303660367,0.49717774791607067,20.209092699883065,11.804042145609856,0.5839769099839032,0.7278522294946015,32.49743118882179
15,7.38657606338442,0.5751594109424754,0.48591940260301686,20.12559003351278,11.51391015201807,0.5775995114818215,0.7135165161453187,31.688284784555435
16,7.410563463409895,0.5639266268166796,0.4777332767556533,20.211939811706543,12.079947620630264,0.5665728370659053,0.6943042050115764,33.334198623895645
17,7.163532745423924,0.5609997559238125,0.458042635075374,19.528337168417384,10.901104673743248,0.5582379857078195,0.6759638581424952,29.991560220718384
18,7.14213025523889,0.5559719191094623,0.45168511885933893,19.477854312616884,12.311338603496552,0.5745428930968046,0.6659091683104634,34.016879230737686
19,7.122769361297136,0.5475691713421501,0.44135384198321337,19.440071102274892,11.508511573076248,0.5519821709021926,0.6499849841929972,31.75834932923317
20,7.15401874637972,0.5409983437954229,0.43546760323885325,19.540873361830545,11.311753273010254,0.5426427186466753,0.6382283242419362,31.215944916009903
21,7.005534142600983,0.5331762555022957,0.421723261993364,19.137080638104884,11.052301824092865,0.5335894343443215,0.6218295665457845,30.49881359934807
22,6.823307547329936,0.526042634340787,0.40965074392819495,18.6346202725149,10.719754368066788,0.5379054327495396,0.6063869651407003,29.560421526432037
23,6.8948185508315625,0.5282600280400869,0.40179435914547745,18.844893179344854,11.495906114578247,0.5320995850488544,0.5967407659627497,31.792620420455933
24,6.802266995418946,0.5250812726361411,0.3974391639692903,18.587539926919238,10.276564039289951,0.5233400808647275,0.5847015487961471,28.328333020210266
25,6.719717914073163,0.5194545146581289,0.38703517316621244,18.36691238521149,10.51798290759325,0.5242696208879352,0.5771539965644479,29.024852365255356
26,6.648200156605842,0.5167474842209614,0.38129109943925643,18.170640354451066,10.559492386877537,0.5312730022706091,0.5656270594336092,29.148975014686584
27,6.764871138863582,0.5202964798594073,0.37678872250221873,18.50544635669605,11.184050671756268,0.5205314122140408,0.5542145511135459,30.954046577215195
28,6.646836921515152,0.5128986258994659,0.37036496055632484,18.180970517824974,11.144111759960651,0.5152089870534837,0.5480744405649602,30.850637823343277
29,6.60559404586733,0.504934078247851,0.36551605280071614,18.074809420523035,10.407646730542183,0.5093776979483664,0.5360087072476745,28.76351562142372
30,6.664712384860948,0.5055221918697063,0.3596342079427712,18.249096708408192,10.069967165589333,0.5102690616622567,0.5315432762727141,27.80241847038269
31,6.515343607162417,0.5031007731973435,0.3530085198437385,17.831029943517738,10.541964158415794,0.5094085307791829,0.526168146636337,29.157093942165375
32,6.542184155880254,0.501362751464586,0.3495104444072974,17.912705079008713,10.933772146701813,0.5151672530919313,0.521798093803227,30.275979459285736
33,6.601486270492141,0.49654330134852054,0.34812064284753613,18.087660439686424,10.490075826644897,0.5042216028086841,0.5086264801211655,29.030829340219498
34,6.520429624093546,0.49323821666157847,0.34146173563012744,17.86556181300101,10.916787698864937,0.5132044032216072,0.5029848525300622,30.247948169708252
35,6.489381277423107,0.4936672468673308,0.33668866684538057,17.78125759625527,9.811038240790367,0.5069806352257729,0.4931205566972494,27.103862702846527
36,6.4355622599023645,0.49183592119732417,0.3313208818435669,17.63442648147524,10.371685832738876,0.498551307246089,0.4890772853977978,28.71698161959648
37,6.478077245034767,0.4906121108062479,0.3315918024442371,17.756675860136173,10.614301972091198,0.49896095553413033,0.4826845368370414,29.41621235013008
38,6.435755536362931,0.4902191022878448,0.325673934748274,17.64201144730262,10.145425476133823,0.5044335424900055,0.47958044009283185,28.074978351593018
39,6.428995583508466,0.4861437268698998,0.3202262024276505,17.63163826916669,10.117878414690495,0.49477287800982594,0.47733978321775794,28.006793469190598
40,6.417738415559747,0.4887893966266087,0.31848936093589975,17.598943997534086,11.118047326803207,0.499999497551471,0.4655505670234561,30.871728092432022
41,6.364908247840911,0.49097888626187003,0.3131259833983933,17.45148735340958,9.811892494559288,0.4897537953220308,0.4644546234048903,27.149735391139984
42,6.39170012234721,0.4844921727208097,0.3134356656014689,17.53328598051918,10.484654083848,0.49619642412289977,0.4717867439612746,29.059056669473648
43,6.347118581123794,0.4906510005356262,0.3088581261717675,17.40520867785892,9.852371022105217,0.4909571656025946,0.4548478522337973,27.273963570594788
44,6.134933442222565,0.4922144129929856,0.30054603540068886,16.805937424589768,9.515588492155075,0.48970530601218343,0.4500899566337466,26.317558646202087
45,6.332861368260328,0.48866422134937004,0.3018494735698442,17.37318529769721,10.591604486107826,0.49867338594049215,0.4489533086307347,29.38533991575241
46,6.263935576074372,0.4907153919626847,0.29835670821109794,17.177989112824548,9.51847630739212,0.4935950022190809,0.4416377763263881,26.330927580595016
47,6.190183448055076,0.481920105379981,0.2954763695885316,16.977687960886126,10.829519666731358,0.4961783201433718,0.44046016223728657,30.075729191303253
48,6.182473677926082,0.48362362108635626,0.293700428082676,16.955975808692255,10.134051240980625,0.4948608912527561,0.437649121042341,28.09261703491211
49,6.20774109575279,0.48238604904141663,0.29200234663992775,17.030927304595593,10.666644468903542,0.4940473842434585,0.4402397614903748,29.61241853237152
50,6.217127617721852,0.48169908629421104,0.28868697963396095,17.06165009944135,9.849245004355907,0.5094001302495599,0.42615845892578363,27.27791330218315
51,6.303183655020813,0.4816363913557244,0.2897518920967478,17.30651335918765,10.299161680042744,0.49421733198687434,0.4223638051189482,28.58019784092903
52,6.160146831085323,0.48269734166303657,0.2836441211833917,16.903035053415188,10.03771372884512,0.49546121899038553,0.41905611054971814,27.835445433855057
53,6.094130274872062,0.4818438161524106,0.279134969856288,16.719657047374827,9.571008510887623,0.4931587791070342,0.41474436735734344,26.5082870721817
54,6.110477158461759,0.4783268358026232,0.27781404180876534,16.770697954538708,10.834501080214977,0.4960499578155577,0.4126658942550421,30.117866218090057
